name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
MT019533.1 Severe acute respiratory syndrome coronavirus 2 isolate BetaCoV/Wuhan/IPBCAMS-WH-05/2020, complete genome	9000028	leaf	29883	1	1	0.0
MT027064.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA5/2020, complete genome	9000034	leaf	29882	3	1	0.0
MT072688.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS0CoV-2/61-TW/human/2020/ NPL, complete genome	9000046	leaf	29811	14	1	0.0
MT118835.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CA9/2020, complete genome	9000052	leaf	29882	1	1	0.0
MT123293.2 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/IQTC03/human/2020/CHN, complete genome	9000057	leaf	29871	20	1	0.0
MT159717.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV/USA-CruiseA-1/2020, complete genome	9000076	leaf	29882	15	1	0.0
MT163719.1 Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/WA7-UW4/human/2020/USA, complete genome	9000085	leaf	29903	1	1	0.0
Mulberry badnavirus 1	1227557	species	6945	1	1	0.0
Murid betaherpesvirus 8	1261657	species	202949	1	1	0.0
Murid gammaherpesvirus 4	33708	species	119451	1	1	0.0
Murine roseolovirus	1940555	species	173861	1	1	0.0
Murmansk poxvirus	2025359	species	204055	5	1	0.0
Murray Valley encephalitis virus	11079	species	11014	1	1	0.0
Musca domestica salivary gland hypertrophy virus	523909	leaf	124279	2	1	0.0
Mycobacterium phage 32HC	1445729	leaf	50781	1	1	0.0
Mycobacterium phage CASbig	1327035	species	53369	1	1	0.0
Mycobacterium phage Cooper	373406	leaf	70654	1	1	0.0
Mycobacterium phage Giles	480808	leaf	53746	1	1	0.0
Mycobacterium phage HINdeR	1327770	species	52617	1	1	0.0
Mycobacterium phage Luchador	1647300	species	53387	1	1	0.0
Mycobacterium phage Mulciber	1805459	species	52428	1	1	0.0
Mycobacterium phage Oline	1052671	leaf	68720	1	1	0.0
Mycobacterium phage Omnicron	1541819	species	61511	1	1	0.0
Mycobacterium phage Redno2	1340709	species	108297	1	1	0.0
Mycobacterium phage Sbash	1567475	leaf	55832	1	1	0.0
Mycobacterium phage Serenity	1701853	species	52088	1	1	0.0
Mycobacterium phage Snenia	1698714	species	75626	1	1	0.0
Mycobacterium phage Tortellini	1897497	leaf	49658	1	1	0.0
Mycobacterium phage Validus	1414747	species	62466	1	1	0.0
Mycobacterium phage Whirlwind	1340826	species	76050	1	1	0.0
Mycobacterium phage Wildcat	373415	leaf	78296	1	1	0.0
Mycobacterium virus Angelica	861044	species	59598	1	1	0.0
Mycobacterium virus Doom	1051138	species	51421	6	1	0.0
Mycobacterium virus Larva	1056831	species	62991	2	1	0.0
Myotis myotis bocavirus 1	1195367	leaf	5038	1	1	0.0
Mythimna unipuncta granulovirus B	2169746	species	144673	1	1	0.0
Natrialba phage PhiCh1	114777	species	58498	1	1	0.0
Nephila clavipes virus 6	2108203	species	6677	1	1	0.0
Nitrincola phage 1M3-16	1472912	species	82438	1	1	0.0
NL63-related bat coronavirus	1920748	leaf	28363	1	1	0.0
Nonlabens phage P12024L	1168479	leaf	35652	1	1	0.0
NY_014 poxvirus	2025360	species	200223	6	1	0.0
Orungo virus	40058	species	18894	1	1	0.0
Ostreid herpesvirus 1	261939	species	207439	1	1	0.0
Ostreococcus lucimarinus virus 7	1663209	species	182309	82	1	0.0
Ostreococcus tauri virus 1	642926	species	191761	3	1	0.0
Paenibacillus phage Tripp	1718161	leaf	54439	1	1	0.0
Pantoea phage vB_PagS_Vid5	2099652	leaf	61437	1	1	0.0
Papiine alphaherpesvirus 2	340907	species	156487	1	1	0.0
Paramecium bursaria Chlorella virus NY2A	46021	species	368683	7	1	0.0
Parapoxvirus red deer/HL953	1579460	leaf	139981	3	1	0.0
Parus major densovirus	1907771	species	5166	1	1	0.0
Pecentumvirus	1857844	genus	134378	1	1	0.0
Pectobacterium phage PM1	1399915	species	55098	1	1	0.0
Pelagibacter phage HTVC008M	1283076	species	147284	1	1	0.0
Penguinpox virus	648998	species	306862	2	1	0.0
Phormidium phage MIS-PhV1A	1391455	species	45532	2	1	0.0
Phthorimaea operculella granulovirus	192584	species	119217	1	1	0.0
Picobirnavirus sp.	1907787	species	4297	1	1	0.0
Pigeon adenovirus 1	764030	leaf	45480	1	1	0.0
Pigeonpea sterility mosaic emaravirus 1	1980429	species	14051	1	1	0.0
Planarian secretory cell nidovirus	2100419	leaf	41178	1	1	0.0
Possum enterovirus W1	263531	leaf	7390	1	1	0.0
Potato yellow dwarf nucleorhabdovirus	195060	species	12875	1	1	0.0
Prochlorococcus phage MED4-213	889956	species	180977	1	1	0.0
Prochlorococcus phage P-HM1	445700	species	181044	1	1	0.0
Prochlorococcus phage P-SSM3	536453	species	179063	1	1	0.0
Prochlorococcus phage P-SSM7	445688	species	182180	2	1	0.0
Prochlorococcus phage P-SSP3	382273	species	46198	1	1	0.0
Prochlorococcus phage Syn1	444861	species	191195	1	1	0.0
Prochlorococcus phage Syn33	444878	species	174285	2	1	0.0
Proteus phage vB_PmiM_Pm5461	1636250	species	161989	1	1	0.0
Pseudoalteromonas phage H101	1654919	species	131903	1	1	0.0
Pseudoalteromonas phage Pq0	1667322	species	33399	1	1	0.0
Pseudomonas phage AF	1235689	species	42689	1	1	0.0
Pseudomonas phage Andromeda	1873949	leaf	40008	1	1	0.0
Pseudomonas phage CHA_P1	1327965	leaf	88255	2	1	0.0
Pseudomonas phage DL60	1640970	leaf	66103	1	1	0.0
Pseudomonas phage Lu11	1161927	species	280538	1	1	0.0
Pseudomonas phage Noxifer	2006684	leaf	278136	1	1	0.0
Pseudomonas phage PAJU2	504346	species	46872	1	1	0.0
Pseudomonas phage PaMx11	1175657	leaf	59878	1	1	0.0
Pseudomonas phage phiPMW	1815582	leaf	103218	6	1	0.0
Pseudomonas phage vB_PaeM_MAG1	1639815	leaf	94555	1	1	0.0
Pseudomonas phage vB_PaeS_PAO1_Ab18	1548905	leaf	56537	2	1	0.0
Pseudomonas virus D3	31535	species	56426	4	1	0.0
Pseudomonas virus phiCTX	35343	species	35580	1	1	0.0
Qinghai Himalayan marmot astrovirus 1	1961665	species	6712	1	1	0.0
Ranid herpesvirus 2	389214	species	231801	1	1	0.0
Ranid herpesvirus 3	1987509	species	207914	2	1	0.0
Rhinolophus gammaherpesvirus 1	2054179	species	147790	1	1	0.0
Rhizobium phage vB_RleS_L338C	1414737	species	109558	1	1	0.0
Rhodococcus phage REQ3	1109714	species	39474	1	1	0.0
Rhodococcus phage ReqiDocB7	691966	species	75772	1	1	0.0
Rhodococcus phage RRH1	1109717	species	14270	1	1	0.0
Rhodococcus phage Trina	2027905	leaf	139262	1	1	0.0
Rice gall dwarf virus	10986	species	25709	1	1	0.0
Rice tungro bacilliform virus	10654	species	8002	1	1	0.0
Riverside virus 1	1803263	species	11713	1	1	0.0
Rotavirus A	28875	species	18562	1	1	0.0
Salmonella phage 118970_sal1	1813781	species	59518	3	1	0.0
Salmonella phage f18SE	1611545	leaf	41868	1	1	0.0
Salmonella phage IME207	1873985	species	47564	2	1	0.0
Salmonella phage STP4-a	1445860	leaf	159914	10	1	0.0
Salmonella phage vB_SemP_Emek	1168548	species	39783	1	1	0.0
Salmonella phage vB_SnwM_CGG4-1	1815631	species	159878	4	1	0.0
Salmonella phage vB_SosS_Oslo	1168549	species	49116	3	1	0.0
Salmonella phage Vi06	866889	species	38368	1	1	0.0
Salmonella phage Vi II-E1	424716	species	45051	1	1	0.0
Salvia divinorum RNA virus 1	2419804	species	9214	1	1	0.0
Sanxia tombus-like virus 8	1923392	species	2566	1	1	0.0
Sathuperi orthobunyavirus	159141	species	12034	1	1	0.0
Serratia phage PS2	1481112	species	167266	1	1	0.0
Severe acute respiratory syndrome coronavirus 2	2697049	leaf	29903	1	1	0.0
Shahe arthropod virus 1	1923409	species	9324	1	1	0.0
Shayang Fly Virus 1	1608065	species	13732	1	1	0.0
Shigella phage SHFML-26	1863009	species	168993	1	1	0.0
Sida angular mosaic virus	1904882	species	5349	1	1	0.0
Simbu orthobunyavirus	35306	species	12172	5	1	0.0
Sinorhizobium phage PBC5	179237	species	57416	1	1	0.0
Skua adenovirus 1	1520004	leaf	26340	1	1	0.0
Skunkpox virus	160796	species	222832	1	1	0.0
Soil-borne wheat mosaic virus	28375	species	10692	1	1	0.0
Sophora alopecuroides yellow stunt alphasatellite 1a	1980161	species	996	1	1	0.0
Southern elephant seal virus	1159195	species	11245	1	1	0.0
Soybean latent spherical virus	1927714	species	13946	1	1	0.0
Spodoptera frugiperda multiple nucleopolyhedrovirus	10455	species	131331	1	1	0.0
Spodoptera litura granulovirus	359919	species	124121	1	1	0.0
Spodoptera litura nucleopolyhedrovirus	46242	species	139342	1	1	0.0
Staphylococcus phage JS01	1273712	species	43458	1	1	0.0
Staphylococcus phage P108	1526408	leaf	140807	2	1	0.0
Staphylococcus phage phiIBB-SEP1	1340769	leaf	139928	1	1	0.0
Staphylococcus phage phiIPLA-C1C	1572704	leaf	140961	1	1	0.0
Staphylococcus phage SA97	1498171	species	40592	2	1	0.0
Staphylococcus phage StauST398-1	1195068	species	45242	1	1	0.0
Staphylococcus virus IPLA7	1197953	species	42123	1	1	0.0
Stenotrophomonas phage IME13	1211280	leaf	162327	4	1	0.0
Streptococcus phage PH15	537874	species	39136	1	1	0.0
Streptococcus phage phi3396	423476	species	38528	1	1	0.0
Streptococcus phage TP-J34	73422	species	45606	1	1	0.0
Streptococcus virus 9874	1814960	species	32649	1	1	0.0
Streptomyces phage mu1/6	370623	species	38194	1	1	0.0
Streptomyces phage phiCAM	1239386	leaf	50348	1	1	0.0
Streptomyces phage Scap1	2041354	leaf	43060	1	1	0.0
Streptomyces phage VWB	10702	species	49220	2	1	0.0
Sugarcane striate virus	1868659	species	2749	1	1	0.0
Sulfolobales virus YNP1	1732179	species	40860	1	1	0.0
Sulfolobus islandicus rod-shaped virus 1	157898	species	32308	5	1	0.0
Sulfolobus monocaudavirus SMV3	1732177	species	64323	1	1	0.0
Sulfolobus virus STSV1	285013	species	75294	3	1	0.0
Sunshine Coast virus	1195087	leaf	17187	1	1	0.0
Synechococcus phage ACG-2014c	1079998	species	176043	5	1	0.0
Synechococcus phage ACG-2014e	1493510	species	189418	3	1	0.0
Synechococcus phage S-CAM8	754038	species	171407	1	1	0.0
Synechococcus phage S-CBP42	461711	species	45218	1	1	0.0
Synechococcus phage S-CBP4	754059	species	44147	1	1	0.0
Thermus phage TMA	699370	species	151483	2	1	0.0
Tomato mosaic Havana virus-[Quivican]	223357	leaf	5206	1	1	0.0
Tomato mottle wrinkle virus	1266458	species	5124	1	1	0.0
Tomato ringspot virus	12280	species	15485	1	1	0.0
Tomelloso virus	2053981	species	112307	1	1	0.0
Torque teno virus 5	687344	species	3229	1	1	0.0
Trichoplusia ni single nucleopolyhedrovirus	332054	species	134394	1	1	0.0
Turnip mosaic virus	12230	species	9835	1	1	0.0
Urbanus proteus nucleopolyhedrovirus	1675866	species	105555	1	1	0.0
Utinga virus	159144	leaf	12253	1	1	0.0
Vaccinia virus	10245	species	194711	1	1	0.0
Vibrio phage 11895-B1	754075	species	126434	1	1	0.0
Vibrio phage CHOED	1458716	species	66316	2	1	0.0
Vibrio phage henriette 12B8	573174	species	107218	2	1	0.0
Vibrio phage ICP1	979525	species	125956	1	1	0.0
Vibrio phage phiVC8	1076759	leaf	39422	1	1	0.0
Vibrio phage PWH3a-P1	754058	species	129155	1	1	0.0
Vibrio phage ValKK3	1610855	leaf	248088	1	1	0.0
Vibrio phage VBP32	754072	species	76718	1	1	0.0
Vibrio phage VH7D	1262539	species	246964	1	1	0.0
Vibrio virus VpV262	194802	species	46012	1	1	0.0
Visna-maedi virus	2169971	species	9202	1	1	0.0
Wencheng Sm shrew coronavirus	1508228	species	25995	1	1	0.0
Wenzhou picorna-like virus 35	1923621	species	9865	1	1	0.0
Wenzhou shrimp virus 7	1923654	species	9997	1	1	0.0
Wiseana iridescent virus	68347	leaf	205791	1	1	0.0
Wuhan arthropod virus 2	1923691	species	9876	1	1	0.0
Wuhan heteroptera virus 2	1923702	species	4982	1	1	0.0
Wuhan House Fly Virus 2	1608105	species	14731	1	1	0.0
Wuhan insect virus 31	1923735	species	7404	1	1	0.0
Wuhan Millipede Virus 2	1608125	leaf	20457	1	1	0.0
Wuhan millipede virus 3	1923742	species	10655	1	1	0.0
Wuhan nido-like virus 1	1923743	species	17562	1	1	0.0
Xincheng Mosquito Virus	1608141	leaf	12774	1	1	0.0
Xinzhou toro-like virus	1923777	leaf	30353	1	1	0.0
Xylella phage Paz	1415145	species	43869	1	1	0.0
Yellowstone Lake virophage 6	1557034	species	24837	1	1	0.0
Yersinia phage vB_YenM_TG1	1589265	leaf	162101	2	1	0.0
Achromobacter phage 83-24	1589747	leaf	48216	1	0	0.0
Achromobacter phage JWX	1589746	leaf	49714	1	0	0.0
Acidianus filamentous virus 2	300186	species	31787	1	0	0.0
Acinetobacter phage YMC11/11/R3177	1628721	leaf	47575	3	0	0.0
Acinetobacter phage YMC11/12/R2315	1628720	species	44846	1	0	0.0
Acinetobacter phage YMC-13-01-C62	1505225	leaf	44844	1	0	0.0
Ackermannviridae	2169529	family	158103	1	0	0.0
Aeromonas phage Aes012	1198014	leaf	161978	3	0	0.0
Aeromonas phage Aes508	1198013	leaf	160646	1	0	0.0
Ailuropoda melanoleuca papillomavirus 4	2016453	leaf	7996	1	0	0.0
Allamanda leaf mottle distortion virus	1317107	species	5462	1	0	0.0
Andrographis yellow vein leaf curl virus	1738045	species	2754	1	0	0.0
Anopheles minimus irodovirus	1465751	species	163023	1	0	0.0
Anticarsia gemmatalis nucleopolyhedrovirus	31507	species	132239	2	0	0.0
Apple luteovirus 1	2170544	species	6001	1	0	0.0
Arthrobacter phage Abidatro	2015853	leaf	39122	1	0	0.0
Arthrobacter phage Galaxy	1772326	leaf	37809	1	0	0.0
Arthrobacter phage Jawnski	1772327	leaf	49419	1	0	0.0
Arthrobacter phage PrincessTrina	1772328	leaf	70265	2	0	0.0
Arthrobacter phage vB_ArtM-ArV1	1566993	leaf	71200	2	0	0.0
Bacillus phage AR9	1815509	species	251042	15	0	0.0
Bacillus phage AvesoBmore	1698451	leaf	167431	2	0	0.0
Bacillus phage Bastille	57477	leaf	153962	1	0	0.0
Bacillus phage Belinda	1852564	species	162308	3	0	0.0
Bacillus phage BPS10C	1277886	leaf	159590	2	0	0.0
Bacillus phage BPS13	1136731	leaf	158305	2	0	0.0
Bacillus phage BtCS33	1194641	species	41992	1	0	0.0
Bacillus phage CAM003	1486657	leaf	160541	3	0	0.0
Bacillus phage DirtyBetty	1873999	species	162415	2	0	0.0
Bacillus phage Evoli	1486658	leaf	159656	1	0	0.0
Bacillus phage Hakuna	1486659	leaf	158100	1	0	0.0
Bacillus phage Hoody T	1486660	leaf	159837	1	0	0.0
Bacillus phage JBP901	1498212	leaf	159492	2	0	0.0
Bacillus phage Kida	1873998	species	162151	1	0	0.0
Bacillus phage Megatron	1486661	leaf	158750	2	0	0.0
Bacillus phage Nemo	1805950	species	162375	1	0	0.0
Bacillus phage NotTheCreek	1805952	species	161929	1	0	0.0
Bacillus phage Page	1406786	leaf	39874	1	0	0.0
Bacillus phage Palmer	1597966	leaf	40000	1	0	0.0
Bacillus phage Pavlov	1675598	species	40024	1	0	0.0
Bacillus phage phiCM3	1357713	species	38772	1	0	0.0
Bacillus phage phiNIT1	207656	leaf	155631	2	0	0.0
Bacillus phage phIS3501	1124578	species	44401	1	0	0.0
Bacillus phage Phrodo	1805953	species	164443	1	0	0.0
Bacillus phage Pony	1406789	leaf	39844	1	0	0.0
Bacillus phage Pookie	1540093	leaf	40214	1	0	0.0
Bacillus phage Riley	1486662	leaf	162816	3	0	0.0
Bacillus phage SPG24	1497851	leaf	152069	2	0	0.0
Bacillus phage VMY22	1734382	species	18609	1	0	0.0
Bacillus phage Zuko	1805956	species	163345	1	0	0.0
Bastillevirus	1918010	genus	158499	1	0	0.0
Bean common mosaic virus	12196	species	9992	1	0	0.0
Beihai picorna-like virus 2	1922562	species	9983	1	0	0.0
Bombyx mori nucleopolyhedrovirus	271108	species	128413	2	0	0.0
Bovine adenovirus 3	10510	leaf	34446	1	0	0.0
Bovine alphaherpesvirus 1	10320	species	135301	1	0	0.0
Bovine mastadenovirus B	129950	species	34446	1	0	0.0
Bovine papular stomatitis virus	129727	species	134431	2	0	0.0
Brevibacillus phage Jimmer1	1296659	species	54312	2	0	0.0
Brevibacillus phage Jimmer2	1296658	leaf	54312	2	0	0.0
Brevibacillus phage Osiris	1691955	leaf	52955	2	0	0.0
Brucella phage Pr	1133293	leaf	38253	4	0	0.0
Brucella phage Tb	1133292	leaf	41148	4	0	0.0
Burkholderia virus phi52237	332032	species	37639	3	0	0.0
Burkholderia virus phiE202	431893	species	35741	3	0	0.0
Campylobacter phage CP30A	1229752	leaf	133572	3	0	0.0
Campylobacter phage PC14	1541686	species	134927	2	0	0.0
Campylobacter virus CP220	722417	species	177534	2	0	0.0
Campylobacter virus NCTC12673	934027	species	135041	2	0	0.0
Caulobacter virus Swift	1211644	species	219216	9	0	0.0
Cellulophaga phage phi18:1	1327982	leaf	39189	1	0	0.0
Cellulophaga phage phi18:3	1327983	species	71443	1	0	0.0
Cellulophaga phage phiSM	756280	species	44557	1	0	0.0
Cetovirus	2560112	genus	122783	1	0	0.0
Cheoctovirus	1623281	genus	59085	1	0	0.0
Chilli leaf curl Multan alphasatellite	661505	species	1369	1	0	0.0
Chimpanzee herpesvirus strain 105640	332937	leaf	153158	1	0	0.0
Circovirus-like genome DCCV-7	1788447	species	3021	2	0	0.0
Citrobacter phage Moogle	1540094	leaf	87999	2	0	0.0
Citrobacter phage Mordin	1701846	leaf	89596	1	0	0.0
Citrobacter virus Moon	1985342	species	170341	1	0	0.0
Clerodendrum golden mosaic China virus	559878	species	5515	2	0	0.0
Clostridium phage phiCD111	1582150	species	41560	2	0	0.0
Clostridium phage phiCD146	1582151	species	41507	1	0	0.0
Clostridium phage phiCD38-2	1032362	species	41090	2	0	0.0
Clostridium phage phiCP34O	1042123	species	38309	1	0	0.0
Clostridium phage phiMMP01	1582156	species	44461	2	0	0.0
Clostridium phage phiMMP02	1204534	species	48396	1	0	0.0
Clostridium phage phiMMP03	1582157	species	52261	2	0	0.0
Clostridium phage phiMMP04	1204535	species	31674	1	0	0.0
Clostridium virus phiC2	262071	species	56538	2	0	0.0
Columbid alphaherpesvirus 1	93386	species	204054	8	0	0.0
Cronobacter phage CR3	1162295	leaf	149273	2	0	0.0
Cronobacter phage CR8	1327934	leaf	149162	2	0	0.0
Cronobacter virus Esp2949-1	1073767	species	49116	1	0	0.0
Cyanophage S-RIM32	1278479	species	194437	31	0	0.0
Cynomolgus cytomegalovirus	1919083	species	224064	1	0	0.0
Dioscorea bacilliform RT virus 2	2011125	species	7438	1	0	0.0
Drosophila innubila nudivirus	2057187	species	155555	1	0	0.0
Duck atadenovirus A	130328	species	66426	2	0	0.0
Duranta leaf curl virus	742163	species	2759	1	0	0.0
Edwardsiella phage eiAU-183	1391659	species	43017	3	0	0.0
Edwardsiella phage eiAU	945083	leaf	43015	3	0	0.0
Enterobacterial phage mEp390	1147158	species	40029	1	0	0.0
Enterobacteria phage 9g	1468411	leaf	56702	1	0	0.0
Enterobacteria phage BP-4795	196242	species	57930	1	0	0.0
Enterobacteria phage ES18	101570	species	46900	3	0	0.0
Enterobacteria phage JenK1	1610836	leaf	60747	1	0	0.0
Enterobacteria phage JenP1	1610837	leaf	60754	2	0	0.0
Enterobacteria phage JenP2	1610838	leaf	59802	1	0	0.0
Enterobacteriaphage UAB_Phi87	1197935	leaf	87603	2	0	0.0
Enterobacter phage Arya	1864622	species	41918	2	0	0.0
Enterobacter phage CC31	709484	leaf	165540	1	0	0.0
Enterococcus phage Ec-ZZ2	1647400	leaf	41170	1	0	0.0
Enterococcus phage EF62phi	977801	species	30505	1	0	0.0
Enterococcus phage EfaCPT1	1204540	leaf	40923	1	0	0.0
Enterococcus phage EFLK1	1640885	leaf	130952	9	0	0.0
Enterococcus phage IME-EF4	1432658	leaf	40692	1	0	0.0
Enterococcus phage phiFL1A	673832	leaf	38764	1	0	0.0
Enterococcus phage phiSHEF2	2030922	leaf	41712	1	0	0.0
Enterococcus phage phiSHEF5	2030924	leaf	41598	1	0	0.0
Enterococcus phage PMBT2	2070197	leaf	41489	1	0	0.0
Enterococcus phage SAP6	1073766	leaf	58619	1	0	0.0
Enterococcus phage vB_EfaS_AL2	2175688	leaf	40836	1	0	0.0
Enterococcus phage vB_EfaS_AL3	2175687	leaf	40789	1	0	0.0
Erwinia phage phiEa104	925986	leaf	84565	1	0	0.0
Erwinia phage phiEa21-4	557393	leaf	84576	1	0	0.0
Erwinia phage vB_EamM_Caitlin	1883379	species	241147	1	0	0.0
Escherichia coli O157 typing phage 6	1508681	leaf	160570	1	0	0.0
Escherichia phage 4MG	1391428	leaf	148567	2	0	0.0
Escherichia phage FV3	1131317	leaf	136947	3	0	0.0
Escherichia phage HK633	1147147	leaf	41528	1	0	0.0
Escherichia phage HY03	1654926	leaf	170770	1	0	0.0
Escherichia phage JH2	1340750	leaf	87712	2	0	0.0
Escherichia phage JMPW1	1772219	leaf	49628	1	0	0.0
Escherichia phage JMPW2	1772218	leaf	50298	1	0	0.0
Escherichia phage K1-dep(1)	698487	leaf	41632	3	0	0.0
Escherichia phage K1-dep(4)	698486	leaf	43587	3	0	0.0
Escherichia phage K1-ind(2)	698489	leaf	42765	4	0	0.0
Escherichia phage phiV10	343516	leaf	39104	1	0	0.0
Escherichia phage RB69	12353	leaf	167560	1	0	0.0
Escherichia phage RCS47	1590550	leaf	115154	3	0	0.0
Escherichia phage slur03	1720496	leaf	167467	2	0	0.0
Escherichia phage slur07	1720500	species	167124	2	0	0.0
Escherichia phage slur14	1720504	species	167467	1	0	0.0
Escherichia phage SUSP1	1718606	leaf	90743	1	0	0.0
Escherichia phage TL-2011b	1124654	species	44784	1	0	0.0
Escherichia phage V18	1981500	leaf	129454	3	0	0.0
Escherichia phage V5	399183	leaf	137947	1	0	0.0
Escherichia phage vB_EcoM_PhAPEC2	1391224	leaf	167318	1	0	0.0
Escherichia phage vB_EcoP_SU10	1519788	leaf	77327	4	0	0.0
Escherichia phage vB_EcoS_AHP42	1416028	leaf	46847	1	0	0.0
Escherichia phage vB_EcoS_AHS24	1416030	leaf	46440	1	0	0.0
Escherichia phage vB_EcoS_AKS96	1416031	leaf	45746	1	0	0.0
Escherichia phage vB_EcoS_FFH_1	1446489	leaf	108483	3	0	0.0
Escherichia phage VB_EcoS-Golestan	2047801	species	44829	4	0	0.0
Escherichia virus DT57C	1567006	species	108065	2	0	0.0
Escherichia virus EPS7	491003	species	111382	1	0	0.0
Escherichia virus IME08	1914192	species	172253	2	0	0.0
Escherichia virus JS10	1914194	species	171451	2	0	0.0
Escherichia virus JS98	2004457	species	170523	1	0	0.0
Escherichia virus K1-5	187764	species	44385	1	0	0.0
Escherichia virus K1E	344022	species	45251	1	0	0.0
Escherichia virus P1	10678	species	94800	3	0	0.0
Escherichia virus phiEco32	490103	species	77554	3	0	0.0
Escherichia virus RB16	329381	species	176788	1	0	0.0
Escherichia virus T1	1921008	species	48836	1	0	0.0
Euproctis pseudoconspersa nucleopolyhedrovirus	307467	species	141291	2	0	0.0
Falconid herpesvirus 1	1510155	leaf	204054	9	0	0.0
Flavobacterium phage 23T	1814279	leaf	43226	1	0	0.0
Flavobacterium phage 2A	1792273	leaf	46575	1	0	0.0
Flavobacterium phage 6H	1325731	leaf	46978	1	0	0.0
Flavobacterium phage Fpv1	1792274	leaf	88994	4	0	0.0
Flavobacterium phage Fpv20	1814283	species	89937	4	0	0.0
Flavobacterium phage Fpv2	1814282	species	89010	4	0	0.0
Flavobacterium phage Fpv3	1814284	species	88421	4	0	0.0
Flavobacterium phage FpV4	1740108	leaf	88308	4	0	0.0
Gata virus	1911435	species	11238	1	0	0.0
Gofduovirus	2560141	genus	43129	1	0	0.0
Gordonia phage Attis	1821548	leaf	47881	1	0	0.0
Gordonia phage Brandonk123	2079564	leaf	58842	1	0	0.0
Gordonia phage SoilAssassin	1821562	species	47880	1	0	0.0
Gordonia phage Vivi2	1821564	leaf	59337	1	0	0.0
Groundnut ringspot and Tomato chlorotic spot virus reassortant	1027232	species	16791	4	0	0.0
Halorubrum phage CGphi46	754066	species	39784	1	0	0.0
Halorubrum phage HF2	33771	species	77672	5	0	0.0
Halovirus HF1	222645	species	75898	5	0	0.0
Halovirus HRTV-8	1273755	species	74519	2	0	0.0
Helicoverpa armigera granulovirus	489830	species	169794	3	0	0.0
Helicoverpa armigera nucleopolyhedrovirus	51313	species	131405	2	0	0.0
Helicoverpa armigera nucleopolyhedrovirus G4	148363	leaf	131405	2	0	0.0
Heliothis virescens ascovirus 3e	260797	leaf	186262	11	0	0.0
Heliothis virescens ascovirus 3g	1246651	leaf	199721	11	0	0.0
Hollyhock yellow vein mosaic Islamabad virus	1504732	leaf	2741	1	0	0.0
Human adenovirus 2	10515	leaf	35937	1	0	0.0
Human bocavirus 3	638313	leaf	5242	1	0	0.0
Human gammaherpesvirus 8	37296	species	137969	1	0	0.0
Human mastadenovirus C	129951	species	35958	1	0	0.0
Human respirovirus 3	11216	species	15462	1	0	0.0
Jilinvirus	1918725	genus	41768	1	0	0.0
Klebsiella phage K64-1	1439894	leaf	346602	4	0	0.0
Klebsiella phage KP15	707757	leaf	174436	3	0	0.0
Klebsiella phage Matisse	1675607	leaf	176081	3	0	0.0
Klebsiella phage PMBT1	1880822	leaf	175206	3	0	0.0
Klebsiella phage vB_KpnM_KpV52	1912321	leaf	47405	1	0	0.0
Kumasi rhabdovirus	1537975	leaf	11072	1	0	0.0
Lactococcus phage P092	1476887	species	53513	1	0	0.0
Lactococcus virus 712	213769	species	30510	1	0	0.0
Lake Sarah-associated circular virus-11	1685737	species	2198	1	0	0.0
LC528233.1 Severe acute respiratory syndrome coronavirus 2 SARS-CoV-2/Hu/DP/Kng/19-027 RNA, complete genome	9000001	leaf	29902	12	0	0.0
Lederbergvirus	186794	genus	41941	3	0	0.0
Listeria phage A006	330399	species	38124	1	0	0.0
Listeria phage LP-026	1173745	leaf	67150	4	0	0.0
Listeria phage LP-030-3	1458852	species	41156	1	0	0.0
Listeria phage LP-037	1173747	leaf	64756	2	0	0.0
Listeria phage LP-064	1458853	leaf	135279	3	0	0.0
Listeria phage LP-083-2	1458855	leaf	135831	3	0	0.0
Listeria phage LP-110	1173748	leaf	65132	4	0	0.0
Listeria phage LP-114	1458857	leaf	66676	4	0	0.0
Listeria phage P70	1225800	leaf	67170	2	0	0.0
Listeria phage vB_LmoM_AG20	1168744	leaf	133057	3	0	0.0
Listeria phage vB_LmoS_293	1591073	species	40759	1	0	0.0
Listeria virus A511	40523	species	137619	3	0	0.0
Litunavirus	1920762	genus	72397	1	0	0.0
LR757996.1 Wuhan seafood market pneumonia virus genome assembly, chromosome: whole_genome	9000004	leaf	29868	1	0	0.0
Macaca mulatta papillomavirus 6	2364646	species	7935	1	0	0.0
Mamestra configurata nucleopolyhedrovirus B	204440	species	158482	1	0	0.0
Microcystis virus Ma-LMM01	340435	species	162109	2	0	0.0
MN908947.3 Severe acute respiratory syndrome coronavirus 2 isolate Wuhan-Hu-1, complete genome	9000007	leaf	29903	2	0	0.0
MN938384.1 Severe acute respiratory syndrome coronavirus 2 isolate 2019-nCoV_HKU-SZ-002a_2020, complete genome	9000008	leaf	29838	6	0	0.0
